DateTime,H8
2016-10-11T09:15,0.0
2016-10-11T09:30,0.0
2016-10-11T09:45,0.0
2016-10-11T10:00,0.0
2016-10-11T10:15,0.0
2016-10-11T10:30,12.0
2016-10-11T10:45,40.0
2016-10-11T11:00,72.0
2016-10-11T11:15,132.0
2016-10-11T11:30,160.0
2016-10-11T11:45,220.0
2016-10-11T12:00,356.0
2016-10-11T12:15,404.0
2016-10-11T12:30,372.0
2016-10-11T12:45,468.0
2016-10-11T13:00,596.0
2016-10-11T13:15,980.0
2016-10-11T13:30,1112.0
2016-10-11T13:45,1032.0
2016-10-11T14:00,828.0
2016-10-11T14:15,568.0
2016-10-11T14:30,632.0
2016-10-11T14:45,1452.0
2016-10-11T15:00,1396.0
2016-10-11T15:15,504.0
2016-10-11T15:30,580.0
2016-10-11T15:45,560.0
2016-10-11T16:00,528.0
2016-10-11T16:15,448.0
2016-10-11T16:30,416.0
2016-10-11T16:45,420.0
2016-10-11T17:00,424.0
2016-10-11T17:15,284.0
2016-10-11T17:30,296.0
2016-10-11T17:45,356.0
2016-10-11T18:00,380.0
2016-10-11T18:15,284.0
2016-10-11T18:30,284.0
2016-10-11T18:45,260.0
2016-10-11T19:00,204.0
2016-10-11T19:15,128.0
2016-10-11T19:30,272.0
2016-10-11T19:45,180.0
2016-10-11T20:00,56.0
2016-10-11T20:15,24.0
2016-10-11T20:30,0.0
2016-10-11T20:45,0.0
2016-10-11T21:00,0.0
2016-10-11T21:15,0.0
2016-10-11T21:30,0.0
2016-10-11T21:45,0.0
2016-10-11T22:00,0.0
2016-10-11T22:15,0.0
2016-10-11T22:30,0.0
2016-10-11T22:45,0.0
2016-10-11T23:00,0.0
2016-10-11T23:15,0.0
2016-10-11T23:30,0.0
2016-10-11T23:45,0.0
2016-10-12T00:00,0.0
2016-10-12T00:15,0.0
2016-10-12T00:30,0.0
2016-10-12T00:45,0.0
2016-10-12T01:00,0.0
2016-10-12T01:15,0.0
2016-10-12T01:30,0.0
2016-10-12T01:45,0.0
2016-10-12T02:00,0.0
2016-10-12T02:15,0.0
2016-10-12T02:30,0.0
2016-10-12T02:45,0.0
2016-10-12T03:00,0.0
2016-10-12T03:15,0.0
2016-10-12T03:30,0.0
2016-10-12T03:45,0.0
2016-10-12T04:00,0.0
2016-10-12T04:15,0.0
2016-10-12T04:30,0.0
2016-10-12T04:45,0.0
2016-10-12T05:00,0.0
2016-10-12T05:15,0.0
2016-10-12T05:30,0.0
2016-10-12T05:45,0.0
2016-10-12T06:00,0.0
2016-10-12T06:15,0.0
2016-10-12T06:30,0.0
2016-10-12T06:45,0.0
2016-10-12T07:00,0.0
2016-10-12T07:15,0.0
2016-10-12T07:30,0.0
2016-10-12T07:45,0.0
2016-10-12T08:00,0.0
2016-10-12T08:15,0.0
2016-10-12T08:30,0.0
2016-10-12T08:45,0.0
2016-10-12T09:00,0.0
2016-10-12T09:15,0.0
2016-10-12T09:30,0.0
2016-10-12T09:45,0.0
2016-10-12T10:00,0.0
2016-10-12T10:15,0.0
2016-10-12T10:30,0.0
2016-10-12T10:45,12.0
2016-10-12T11:00,12.0
2016-10-12T11:15,80.0
2016-10-12T11:30,116.0
2016-10-12T11:45,96.0
2016-10-12T12:00,68.0
2016-10-12T12:15,92.0
2016-10-12T12:30,96.0
2016-10-12T12:45,168.0
2016-10-12T13:00,280.0
2016-10-12T13:15,384.0
2016-10-12T13:30,400.0
2016-10-12T13:45,432.0
2016-10-12T14:00,396.0
2016-10-12T14:15,412.0
2016-10-12T14:30,456.0
2016-10-12T14:45,480.0
2016-10-12T15:00,500.0
2016-10-12T15:15,472.0
2016-10-12T15:30,640.0
2016-10-12T15:45,420.0
2016-10-12T16:00,460.0
2016-10-12T16:15,480.0
2016-10-12T16:30,540.0
2016-10-12T16:45,384.0
2016-10-12T17:00,288.0
2016-10-12T17:15,232.0
2016-10-12T17:30,220.0
2016-10-12T17:45,192.0
2016-10-12T18:00,168.0
2016-10-12T18:15,144.0
2016-10-12T18:30,176.0
2016-10-12T18:45,120.0
2016-10-12T19:00,60.0
2016-10-12T19:15,52.0
2016-10-12T19:30,64.0
2016-10-12T19:45,20.0
2016-10-12T20:00,0.0
2016-10-12T20:15,12.0
2016-10-12T20:30,0.0
2016-10-12T20:45,0.0
2016-10-12T21:00,0.0
2016-10-12T21:15,0.0
2016-10-12T21:30,0.0
2016-10-12T21:45,0.0
2016-10-12T22:00,0.0
2016-10-12T22:15,0.0
2016-10-12T22:30,0.0
2016-10-12T22:45,0.0
2016-10-12T23:00,0.0
2016-10-12T23:15,0.0
2016-10-12T23:30,0.0
2016-10-12T23:45,0.0
2016-10-13T00:00,0.0
